"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography(nm)","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency(MHz)","Cache_Size(MB)","Type_Of_Cache","TDP(Watts)","Max_Memory_Size(GB)","Max_Memory_Bandwidth(GB/s)","Graphics_Base_Frequency(MHz)","Graphics_Max_Dynamic_Frequency(MHz)","Instruction_Set","Recommended_Customer_Price(USD)"
"Intel® Xeon® Processor E3 v4 Family","Embedded","E3-1278LV4","Launched",2015,14,4,8,2000,6,"SmartCache",47,32,25.6,800,1000,"64-bit",449
"Intel® Xeon® Processor E3 v4 Family","Server","E3-1285V4","Launched",2015,14,4,8,3500,6,"Original",95,32,29.8,300,1150,"64-bit",556
"Intel® Xeon® Processor E3 v4 Family","Server","E3-1285LV4","Launched",2015,14,4,8,3400,6,"Original",65,32,29.8,300,1150,"64-bit",445
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1220LV3","Launched",2013,22,2,4,1100,4,"SmartCache",13,32,25.6,350,1050,"64-bit",218.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1226V3","Launched",2014,22,4,4,3300,8,"SmartCache",84,32,25.6,350,1200,"64-bit",218.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1225V3","Launched",2013,22,4,4,3200,8,"SmartCache",84,32,25.6,350,1200,"64-bit",218.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1230 v3","End of Life",2013,22,4,8,3300,8,"SmartCache",80,32,25.6,350,1050,"64-bit",245
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1230Lv3","Launched",2013,22,4,8,1800,8,"SmartCache",25,32,25.6,350,1050,"64-bit",250
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1231V3","Launched",2014,22,4,8,3400,8,"SmartCache",80,32,25.6,350,1050,"64-bit",245
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1240 v3","End of Life",2013,22,4,8,3400,8,"SmartCache",80,32,25.6,350,1050,"64-bit",267.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1240LV3","Launched",2014,22,4,8,2000,8,"SmartCache",25,32,25.6,350,1050,"64-bit",278
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1241V3","Launched",2014,22,4,8,3500,8,"SmartCache",80,32,25.6,350,1050,"64-bit",267.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1245 v3","End of Life",2013,22,4,8,3400,8,"SmartCache",84,32,25.6,350,1200,"64-bit",281.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1246V3","Launched",2014,22,4,8,3500,8,"SmartCache",84,32,25.6,350,1200,"64-bit",281.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1275 v3","End of Life",2013,22,4,8,3500,8,"SmartCache",84,32,25.6,350,1250,"64-bit",344.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1265Lv3","Launched",2013,22,4,8,2500,8,"SmartCache",45,32,25.6,350,1200,"64-bit",294
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1271V3","Launched",2014,22,4,8,3600,8,"SmartCache",80,32,25.6,350,1050,"64-bit",333.5
"Intel® Xeon® Processor E3 v3 Family","Embedded","E3-1268LV3","Launched",2013,22,4,8,2300,8,"SmartCache",45,32,25.6,350,1000,"64-bit",377
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1270 v3","End of Life",2013,22,4,8,3500,8,"SmartCache",80,32,25.6,350,1050,"64-bit",333.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1275LV3","Launched",2014,22,4,8,2700,8,"SmartCache",45,32,25.6,350,1200,"64-bit",328
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1280 v3","End of Life",2013,22,4,8,3600,8,"SmartCache",82,32,25.6,350,1050,"64-bit",612
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1276V3","Launched",2014,22,4,8,3600,8,"SmartCache",84,32,25.6,350,1250,"64-bit",344.5
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1281V3","Launched",2014,22,4,8,3700,8,"SmartCache",82,32,25.6,350,1050,"64-bit",612
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1285 v3","End of Life",2013,22,4,8,3600,8,"SmartCache",84,32,25.6,350,1300,"64-bit",662
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1285Lv3","End of Life",2013,22,4,8,3100,8,"SmartCache",65,32,25.6,350,1250,"64-bit",662
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1286V3","End of Life",2014,22,4,8,3700,8,"SmartCache",84,32,25.6,350,1300,"64-bit",662
"Intel® Xeon® Processor E3 v3 Family","Server","E3-1286LV3","End of Life",2014,22,4,8,3200,8,"SmartCache",65,32,25.6,350,1250,"64-bit",774
"Intel® Xeon® Processor E3 v2 Family","Embedded","E3-1105CV2","Launched",2013,22,4,8,1800,8,"L3",25,32,25.6,350,1050,"64-bit",389
"Intel® Xeon® Processor E3 v2 Family","Embedded","E3-1125CV2","Launched",2013,22,4,8,2500,8,"L3",40,32,25.6,350,1050,"64-bit",545
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1220LV2","End of Life",2012,22,2,4,2300,3,"SmartCache",17,32.23,25.6,350,1050,"64-bit",189
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1220V2","End of Life",2012,22,4,4,3100,8,"SmartCache",69,32.77,25.6,350,1050,"64-bit",196
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1225V2","Launched",2012,22,4,4,3200,8,"SmartCache",77,32.77,25.6,650,1250,"64-bit",205
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1230V2","End of Life",2012,22,4,8,3300,8,"SmartCache",69,32.77,25.6,350,1050,"64-bit",222.5
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1240V2","End of Life",2012,22,4,8,3400,8,"SmartCache",69,32.77,25.6,350,1050,"64-bit",255.5
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1245V2","End of Life",2012,22,4,8,3400,8,"SmartCache",77,32.77,25.6,650,1250,"64-bit",269.5
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1265LV2","End of Life",2012,22,4,8,2500,8,"SmartCache",45,32.77,25.6,650,1150,"64-bit",299.5
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1270V2","End of Life",2012,22,4,8,3500,8,"SmartCache",69,32.77,25.6,350,1050,"64-bit",333.5
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1280V2","End of Life",2012,22,4,8,3600,8,"SmartCache",69,32.77,25.6,350,1050,"64-bit",623
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1275V2","Launched",2012,22,4,8,3500,8,"SmartCache",77,32.77,25.6,650,1250,"64-bit",334.5
"Intel® Xeon® Processor E3 v2 Family","Server","E3-1290V2","End of Life",2012,22,4,8,3700,8,"SmartCache",87,32.77,25.6,350,1050,"64-bit",334.5
"Intel® Xeon® Processor E3 Family","Server","E3-1220","End of Life",2011,32,4,4,3100,8,"SmartCache",80,32,21,350,1050,"64-bit",196
"Intel® Xeon® Processor E3 Family","Server","E3-1220L","End of Life",2011,32,2,4,2200,3,"SmartCache",20,32,21,350,1050,"64-bit",189
"Intel® Xeon® Processor E3 Family","Server","E3-1225","End of Life",2011,32,4,4,3100,6,"SmartCache",95,32,21,850,1350,"64-bit",192
"Intel® Xeon® Processor E3 Family","Server","E3-1230","End of Life",2011,32,4,8,3200,8,"SmartCache",80,32,21,350,1050,"64-bit",230
"Intel® Xeon® Processor E3 Family","Server","E3-1240","End of Life",2011,32,4,8,3300,8,"SmartCache",80,32,21,350,1050,"64-bit",255.5
"Intel® Xeon® Processor E3 Family","Server","E3-1235","End of Life",2011,32,4,8,3200,8,"SmartCache",95,32,21,850,1350,"64-bit",250
"Intel® Xeon® Processor E3 Family","Server","E3-1245","End of Life",2011,32,4,8,3300,8,"SmartCache",95,32,21,850,1350,"64-bit",267.5
"Intel® Xeon® Processor E3 Family","Server","E3-1260L","End of Life",2011,32,4,8,2400,8,"SmartCache",45,32,21,650,1250,"64-bit",294
"Intel® Xeon® Processor E3 Family","Server","E3-1275","End of Life",2011,32,4,8,3400,8,"SmartCache",95,32,21,850,1350,"64-bit",332.5
"Intel® Xeon® Processor E3 Family","Server","E3-1270","End of Life",2011,32,4,8,3400,8,"SmartCache",80,32,21,350,1050,"64-bit",333.5
"Intel® Xeon® Processor E3 Family","Server","E3-1280","End of Life",2011,32,4,8,3500,8,"SmartCache",95,32,21,350,1050,"64-bit",617.5
"Intel® Xeon® Processor D Family","Server","D-1518","Launched",2015,14,4,8,2200,6,"Original",35,128,25.6,350,1050,"64-bit",234
"Intel® Xeon® Processor D Family","Server","D-1520","Launched",2015,14,4,8,2200,6,"Original",45,128,25.6,350,1050,"64-bit",199
"Intel® Xeon® Processor D Family","Server","D-1521","Launched",2015,14,4,8,2400,6,"Original",45,128,25.6,350,1050,"64-bit",199
"Intel® Xeon® Processor D Family","Server","D-1523N","Launched",2017,14,4,8,2000,6,"Original",45,128,25.6,350,1050,"64-bit",256
"Intel® Xeon® Processor D Family","Server","D-1527","Launched",2015,14,4,8,2200,6,"Original",35,128,25.6,350,1050,"64-bit",259
"Intel® Xeon® Processor D Family","Server","D-1528","Launched",2015,14,6,12,1900,9,"Original",35,128,25.6,350,1050,"64-bit",389
"Intel® Xeon® Processor D Family","Server","D-1529","Launched",2016,14,4,8,1300,6,"Original",20,128,25.6,350,1050,"64-bit",324
"Intel® Xeon® Processor D Family","Server","D-1531","Launched",2015,14,6,12,2200,9,"Original",45,128,25.6,350,1050,"64-bit",348
"Intel® Xeon® Processor D Family","Server","D-1533N","Launched",2017,14,6,12,2100,9,"Original",45,128,25.6,350,1050,"64-bit",470
"Intel® Xeon® Processor D Family","Server","D-1537","Launched",2015,14,8,16,1700,12,"Original",35,128,25.6,350,1050,"64-bit",571
"Intel® Xeon® Processor D Family","Server","D-1539","Launched",2016,14,8,16,1600,12,"Original",35,128,25.6,350,1050,"64-bit",590
"Intel® Xeon® Processor D Family","Server","D-1540","Launched",2015,14,8,16,2000,12,"Original",45,128,25.6,350,1050,"64-bit",581
"Intel® Xeon® Processor D Family","Server","D-1541","Launched",2015,14,8,16,2100,12,"Original",45,128,25.6,350,1050,"64-bit",581
"Intel® Xeon® Processor D Family","Server","D-1543N","Launched",2017,14,8,16,1900,12,"Original",45,128,25.6,350,1050,"64-bit",652
"Intel® Xeon® Processor D Family","Server","D-1548","Launched",2015,14,8,16,2000,12,"Original",45,128,25.6,350,1050,"64-bit",675
"Intel® Xeon® Processor D Family","Server","D-1559","Launched",2016,14,12,24,1500,18,"Original",45,128,25.6,350,1050,"64-bit",883
"Intel® Xeon® Processor D Family","Server","D-1557","Launched",2016,14,12,24,1500,18,"Original",45,128,25.6,350,1050,"64-bit",844
"Intel® Xeon® Processor D Family","Server","D-1567","Launched",2016,14,12,24,2100,18,"Original",65,128,25.6,350,1050,"64-bit",1299
"Intel® Xeon® Processor D Family","Server","D-1553N","Launched",2017,14,8,16,2300,12,"Original",65,128,25.6,350,1050,"64-bit",855
"Intel® Xeon® Processor D Family","Server","D-1571","Launched",2016,14,16,32,1300,24,"Original",45,128,25.6,350,1050,"64-bit",1222
"Intel® Xeon® Processor D Family","Server","D-1577","Launched",2016,14,16,32,1300,24,"Original",45,128,25.6,350,1050,"64-bit",1477
"Legacy Intel® Xeon® Processors","Server","E5606","End of Life",2011,32,4,4,2130,8,"SmartCache",80,288,25.6,350,1050,"64-bit",223
"Legacy Intel® Xeon® Processors","Server","E5607","Launched",2011,32,4,4,2260,8,"SmartCache",80,288,25.6,350,1050,"64-bit",277.5
"Legacy Intel® Xeon® Processors","Server","E5620","Launched",2010,32,4,8,2400,12,"SmartCache",80,288,25.6,350,1050,"64-bit",380
"Legacy Intel® Xeon® Processors","Server","E5630","End of Life",2010,32,4,8,2530,12,"SmartCache",80,288,25.6,350,1050,"64-bit",552.5
"Legacy Intel® Xeon® Processors","Server","E5640","End of Life",2010,32,4,8,2660,12,"SmartCache",80,288,25.6,350,1050,"64-bit",775.5
"Legacy Intel® Xeon® Processors","Server","E5645","Launched",2010,32,6,12,2400,12,"SmartCache",80,288,32,350,1050,"64-bit",539.5
"Legacy Intel® Xeon® Processors","Server","E5649","Launched",2011,32,6,12,2530,12,"SmartCache",80,288,32,350,1050,"64-bit",775.5
"Legacy Intel® Xeon® Processors","Server","L5609","End of Life",2010,32,4,4,1860,12,"SmartCache",40,288,25.6,350,1050,"64-bit",440
"Legacy Intel® Xeon® Processors","Server","E5502","Launched",2009,45,2,2,1860,4,"SmartCache",80,144,19.2,350,1050,"64-bit",231
"Legacy Intel® Xeon® Processors","Server","E5405","End of Life",2007,45,4,8,2000,12,"L2",80,32,25.6,350,1050,"64-bit",231
"Legacy Intel® Xeon® Processors","Server","L5630","End of Life",2010,32,4,8,2130,12,"SmartCache",40,288,25.6,350,1050,"64-bit",552.5
"Legacy Intel® Xeon® Processors","Server","E5503","Launched",2010,45,2,2,2000,4,"SmartCache",80,144,19.2,350,1050,"64-bit",284
"Legacy Intel® Xeon® Processors","Server","E5410","End of Life",2007,45,4,8,2330,12,"L2",80,32,25.6,350,1050,"64-bit",284
"Legacy Intel® Xeon® Processors","Server","E5504","Launched",2009,45,4,4,2000,4,"SmartCache",80,144,19.2,350,1050,"64-bit",221
"Legacy Intel® Xeon® Processors","Server","E5420","End of Life",2007,45,4,8,2500,12,"L2",80,32,25.6,350,1050,"64-bit",347
"Legacy Intel® Xeon® Processors","Server","E5506","Launched",2009,45,4,4,2130,4,"SmartCache",80,144,19.2,350,1050,"64-bit",491
"Legacy Intel® Xeon® Processors","Server","E5205","End of Life",2007,45,2,4,1860,6,"L2",65,32,25.6,350,1050,"64-bit",491
"Legacy Intel® Xeon® Processors","Server","E5430","End of Life",2007,45,4,8,2660,12,"L2",80,32,25.6,350,1050,"64-bit",491
"Legacy Intel® Xeon® Processors","Server","L5640","End of Life",2010,32,6,12,2260,12,"SmartCache",60,288,32,350,1050,"64-bit",997.5
"Legacy Intel® Xeon® Processors","Server","E5507","Launched",2010,45,4,4,2260,4,"SmartCache",80,144,19.2,350,1050,"64-bit",317
"Legacy Intel® Xeon® Processors","Server","E5220","Launched",2008,45,2,4,2330,6,"L2",65,32,25.6,350,1050,"64-bit",317
"Legacy Intel® Xeon® Processors","Server","E5440","Launched",2008,45,4,8,2830,12,"L2",80,32,25.6,350,1050,"64-bit",719
"Legacy Intel® Xeon® Processors","Server","X5647","End of Life",2011,32,4,8,2930,12,"SmartCache",130,288,25.6,350,1050,"64-bit",774
"Legacy Intel® Xeon® Processors","Server","E5520","Launched",2009,45,4,8,2260,8,"SmartCache",80,144,25.6,350,1050,"64-bit",969
"Legacy Intel® Xeon® Processors","Server","E5450","End of Life",2007,45,4,8,3000,12,"L2",80,32,25.6,350,1050,"64-bit",969
"Legacy Intel® Xeon® Processors","Embedded","E5240","Launched",2008,45,2,4,3000,6,"L2",65,32,25.6,350,1050,"64-bit",649
"Legacy Intel® Xeon® Processors","Server","X5650","End of Life",2010,32,6,12,2660,12,"SmartCache",95,288,32,350,1050,"64-bit",997.5
"Legacy Intel® Xeon® Processors","Server","E5530","Launched",2009,45,4,8,2400,8,"SmartCache",80,144,25.6,350,1050,"64-bit",1220.5
"Legacy Intel® Xeon® Processors","Server","E5462","End of Life",2007,45,4,8,2800,12,"L2",80,32,25.6,350,1050,"64-bit",1220.5
"Legacy Intel® Xeon® Processors","Server","X5660","End of Life",2010,32,6,12,2800,12,"SmartCache",95,288,32,350,1050,"64-bit",1220.5
"Legacy Intel® Xeon® Processors","Server","E5540","Launched",2009,45,4,8,2530,8,"SmartCache",80,144,25.6,350,1050,"64-bit",940
"Legacy Intel® Xeon® Processors","Server","E5472","End of Life",2007,45,4,8,3000,12,"L2",80,32,25.6,350,1050,"64-bit",1440
"Legacy Intel® Xeon® Processors","Server","X5667","End of Life",2010,32,4,8,3060,12,"SmartCache",95,288,32,350,1050,"64-bit",1440
"Legacy Intel® Xeon® Processors","Server","L5506","Launched",2009,45,4,4,2130,4,"SmartCache",60,144,19.2,350,1050,"64-bit",340
"Legacy Intel® Xeon® Processors","Server","L3360","End of Life",2009,45,4,8,2830,12,"L2",65,32,25.6,350,1050,"64-bit",340
"Legacy Intel® Xeon® Processors","Server","L5215","Launched",2008,45,2,4,1860,6,"L2",20,32,25.6,350,1050,"64-bit",494
"Legacy Intel® Xeon® Processors","Embedded","L5408","Launched",2008,45,4,8,2130,12,"L2",40,32,25.6,350,1050,"64-bit",494
"Legacy Intel® Xeon® Processors","Server","E5310","End of Life",2006,65,4,8,1600,8,"L2",80,32,25.6,350,1050,"64-bit",1441.5
"Legacy Intel® Xeon® Processors","Server","5130","Launched",2006,65,2,4,2000,4,"L2",65,32,25.6,350,1050,"64-bit",1441.5
"Legacy Intel® Xeon® Processors","Server","X5670","End of Life",2010,32,6,12,2930,12,"SmartCache",95,288,32,350,1050,"64-bit",1441.5
"Legacy Intel® Xeon® Processors","Embedded","L5508","Launched",2009,45,2,4,2000,8,"SmartCache",38,144,25.6,350,1050,"64-bit",403
"Legacy Intel® Xeon® Processors","Server","X3320","End of Life",2008,45,4,8,2500,6,"L2",95,32,25.6,350,1050,"64-bit",372
"Legacy Intel® Xeon® Processors","Server","L5410","Launched",2008,45,4,8,2330,12,"L2",50,32,25.6,350,1050,"64-bit",372
"Legacy Intel® Xeon® Processors","Server","E5320","End of Life",2006,65,4,8,1860,8,"L2",80,32,25.6,350,1050,"64-bit",478
"Legacy Intel® Xeon® Processors","Server","5140","Launched",2006,65,2,4,2330,4,"L2",65,32,25.6,350,1050,"64-bit",478
"Legacy Intel® Xeon® Processors","Server","X5672","End of Life",2011,32,4,8,3200,12,"SmartCache",95,288,32,350,1050,"64-bit",201
"Legacy Intel® Xeon® Processors","Server","L3406","End of Life",2010,32,2,4,2260,4,"SmartCache",30,16.38,17,350,1050,"64-bit",201
"Legacy Intel® Xeon® Processors","Embedded","L5518","Launched",2009,45,4,8,2130,8,"SmartCache",60,144,25.6,350,1050,"64-bit",504
"Legacy Intel® Xeon® Processors","Server","E7420","End of Life",2008,45,4,8,2130,8,"L2",90,32,25.6,350,1050,"64-bit",1223
"Legacy Intel® Xeon® Processors","Embedded","L5238","Launched",2008,45,2,4,2660,6,"L2",35,32,25.6,350,1050,"64-bit",560
"Legacy Intel® Xeon® Processors","Server","L5420","End of Life",2008,45,4,8,2500,12,"L2",50,32,25.6,350,1050,"64-bit",413
"Legacy Intel® Xeon® Processors","Server","E5335","End of Life",2007,65,4,8,2000,8,"L2",80,32,25.6,350,1050,"64-bit",1441.5
"Legacy Intel® Xeon® Processors","Server","X5675","End of Life",2011,32,6,12,3060,12,"SmartCache",95,288,32,350,1050,"64-bit",1441.5
"Legacy Intel® Xeon® Processors","Server","W3670","End of Life",2010,32,6,12,3200,12,"SmartCache",130,24,25.6,350,1050,"64-bit",594
"Legacy Intel® Xeon® Processors","Server","L3426","End of Life",2009,45,4,8,1860,8,"SmartCache",45,32,21,350,1050,"64-bit",305
"Legacy Intel® Xeon® Processors","Server","L5520","Launched",2009,45,4,8,2260,8,"SmartCache",60,144,25.6,350,1050,"64-bit",305
"Legacy Intel® Xeon® Processors","Server","W3520","End of Life",2009,45,4,8,2660,8,"SmartCache",130,24,25.6,350,1050,"64-bit",305
"Legacy Intel® Xeon® Processors","Server","E7430","End of Life",2008,45,4,8,2130,12,"L2",90,32,25.6,350,1050,"64-bit",202
"Legacy Intel® Xeon® Processors","Server","X3330","End of Life",2008,45,4,8,2660,6,"L2",95,32,25.6,350,1050,"64-bit",202
"Legacy Intel® Xeon® Processors","Server","L5240","Launched",2008,45,2,4,3000,6,"L2",40,32,25.6,350,1050,"64-bit",601
"Legacy Intel® Xeon® Processors","Server","L5430","End of Life",2008,45,4,8,2660,12,"L2",50,32,25.6,350,1050,"64-bit",601
"Legacy Intel® Xeon® Processors","Server","E7310","End of Life",2007,65,4,8,1600,4,"L2",80,32,25.6,350,1050,"64-bit",1663
"Legacy Intel® Xeon® Processors","Server","E5345","Launched",2007,65,4,8,2330,8,"L2",80,32,25.6,350,1050,"64-bit",1663
"Legacy Intel® Xeon® Processors","Server","X5677","End of Life",2010,32,4,8,3460,12,"SmartCache",130,288,32,350,1050,"64-bit",1663
"Legacy Intel® Xeon® Processors","Server","X3430","Launched",2009,45,4,4,2400,8,"SmartCache",95,32,21,350,1050,"64-bit",213.5
"Legacy Intel® Xeon® Processors","Server","L5530","Launched",2009,45,4,8,2400,8,"SmartCache",60,144,25.6,350,1050,"64-bit",305
"Legacy Intel® Xeon® Processors","Server","W3530","End of Life",2010,45,4,8,2800,8,"SmartCache",130,24,25.6,350,1050,"64-bit",305
"Legacy Intel® Xeon® Processors","Server","E7440","End of Life",2008,45,4,8,2400,16,"L2",90,32,25.6,350,1050,"64-bit",2059
"Legacy Intel® Xeon® Processors","Server","X5450","End of Life",2007,45,4,8,3000,12,"L2",120,32,25.6,350,1050,"64-bit",912
"Legacy Intel® Xeon® Processors","Server","X3350","End of Life",2008,45,4,8,2660,12,"L2",95,32,25.6,350,1050,"64-bit",268
"Legacy Intel® Xeon® Processors","Server","E7320","End of Life",2007,65,4,8,2130,4,"L2",80,32,25.6,350,1050,"64-bit",286
"Legacy Intel® Xeon® Processors","Server","3065","End of Life",2007,65,2,4,2330,4,"L2",65,32,25.6,350,1050,"64-bit",286
"Legacy Intel® Xeon® Processors","Server","L5310","End of Life",2007,65,4,8,1600,8,"L2",50,32,25.6,350,1050,"64-bit",286
"Legacy Intel® Xeon® Processors","Embedded","EC5509","Launched",2010,45,4,4,2000,8,"L3",85,32,25.6,350,1050,"64-bit",286
"Legacy Intel® Xeon® Processors","Server","X3440","End of Life",2009,45,4,8,2530,8,"SmartCache",95,32,21,350,1050,"64-bit",230
"Legacy Intel® Xeon® Processors","Server","W3540","End of Life",2009,45,4,8,2930,8,"SmartCache",130,24,25.6,350,1050,"64-bit",594
"Legacy Intel® Xeon® Processors","Server","W5580","Launched",2009,45,4,8,3200,8,"SmartCache",130,144,32,350,1050,"64-bit",2391
"Legacy Intel® Xeon® Processors","Server","E7450","End of Life",2008,45,6,12,2400,12,"L3",90,32,25.6,350,1050,"64-bit",2391
"Legacy Intel® Xeon® Processors","Server","L5318","End of Life",2007,65,4,8,1600,8,"L2",40,32,25.6,350,1050,"64-bit",1245
"Legacy Intel® Xeon® Processors","Server","X5460","End of Life",2007,45,4,8,3160,12,"L2",120,32,25.6,350,1050,"64-bit",1245
"Legacy Intel® Xeon® Processors","Server","E7330","End of Life",2007,65,4,8,2400,6,"L2",80,32,25.6,350,1050,"64-bit",594
"Legacy Intel® Xeon® Processors","Server","W3680","End of Life",2010,32,6,12,3330,12,"SmartCache",130,24,32,350,1050,"64-bit",594
"Legacy Intel® Xeon® Processors","Server","X5680","End of Life",2010,32,6,12,3330,12,"SmartCache",130,288,32,350,1050,"64-bit",1664.5
