"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography(nm)","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency(MHz)","Cache_Size(MB)","Type_Of_Cache","TDP(Watts)","Max_Memory_Size(GB)","Max_Memory_Bandwidth(GB/s)","Graphics_Base_Frequency(MHz)","Graphics_Max_Dynamic_Frequency(MHz)","Instruction_Set","Recommended_Customer_Price(USD)"
"4th Generation Intel® Core™ i7 Processors","Embedded","i7-4770TE","Launched",2013,22,4,8,2300,8,"SmartCache",45,32,25.6,350,1000,"64-bit",303
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4770T","End of Life",2013,22,4,8,2500,8,"SmartCache",45,32,25.6,350,1200,"64-bit",303
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4770S","Launched",2013,22,4,8,3100,8,"SmartCache",65,32,25.6,350,1200,"64-bit",304
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4770R","End of Life",2013,22,4,8,3200,6,"SmartCache",65,32,25.6,200,1300,"64-bit",358
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4770","End of Life",2013,22,4,8,3400,8,"SmartCache",84,32,25.6,350,1200,"64-bit",307.5
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4765T","End of Life",2013,22,4,8,2000,8,"SmartCache",35,32,25.6,350,1200,"64-bit",303
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4770K","End of Life",2013,22,4,8,3500,8,"SmartCache",84,32,25.6,350,1250,"64-bit",344.5
"4th Generation Intel® Core™ i7 Processors","Desktop","i7-4790K","End of Life",2014,22,4,8,4000,8,"SmartCache",88,32,25.6,350,1250,"64-bit",344.5
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4770HQ","Launched",2014,22,4,8,2200,6,"Original",47,32,25.6,200,1200,"64-bit",434
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4760HQ","Launched",2014,22,4,8,2100,6,"SmartCache",47,32,25.6,200,1200,"64-bit",434
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4750HQ","Launched",2013,22,4,8,2000,6,"SmartCache",47,32,25.6,200,1200,"64-bit",434
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4722HQ","Launched",2015,22,4,8,2400,6,"Original",37,32,25.6,400,1150,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4720HQ","Launched",2015,22,4,8,2600,6,"Original",47,32,25.6,400,1200,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4712MQ","Launched",2014,22,4,8,2300,6,"SmartCache",37,32,25.6,400,1150,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4712HQ","Launched",2014,22,4,8,2300,6,"SmartCache",37,32,25.6,400,1150,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4710MQ","Launched",2014,22,4,8,2500,6,"SmartCache",47,32,25.6,400,1150,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4710HQ","Launched",2014,22,4,8,2500,6,"SmartCache",47,32,25.6,400,1200,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4702MQ","Launched",2013,22,4,8,2200,6,"SmartCache",37,32,25.6,400,1150,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4702HQ","Launched",2013,22,4,8,2200,6,"SmartCache",37,32,25.6,400,1150,"64-bit",459
"4th Generation Intel® Core™ i7 Processors","Embedded","i7-4702EC","Launched",2014,22,4,8,2000,8,"SmartCache",27,32,25.6,350,1050,"64-bit",459
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4700HQ","Launched",2013,22,4,8,2400,6,"SmartCache",47,32,25.6,400,1200,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4700MQ","Launched",2013,22,4,8,2400,6,"SmartCache",47,32,25.6,400,1150,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Embedded","i7-4700EQ","Launched",2013,22,4,8,2400,6,"SmartCache",47,32,25.6,400,1000,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Embedded","i7-4700EC","Launched",2014,22,4,8,2700,8,"SmartCache",43,32,25.6,350,1050,"64-bit",459
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4870HQ","Launched",2014,22,4,8,2500,6,"Original",47,32,25.6,200,1200,"64-bit",434
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4860HQ","Launched",2014,22,4,8,2400,6,"SmartCache",47,32,25.6,200,1200,"64-bit",434
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4850HQ","Launched",2013,22,4,8,2300,6,"SmartCache",47,32,25.6,200,1200,"64-bit",434
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4810MQ","Launched",2014,22,4,8,2800,6,"SmartCache",47,32,25.6,400,1300,"64-bit",378
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4800MQ","Launched",2013,22,4,8,2700,6,"SmartCache",47,32,25.6,400,1300,"64-bit",380
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4980HQ","Launched",2014,22,4,8,2800,6,"Original",47,32,25.6,200,1300,"64-bit",623
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4960HQ","Launched",2013,22,4,8,2600,6,"SmartCache",47,32,25.6,200,1300,"64-bit",623
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4950HQ","Launched",2013,22,4,8,2400,6,"SmartCache",47,32,25.6,200,1300,"64-bit",623
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4910MQ","Launched",2014,22,4,8,2900,8,"SmartCache",47,32,25.6,400,1300,"64-bit",569
"4th Generation Intel® Core™ i7 Processors","Mobile","i7-4900MQ","Launched",2013,22,4,8,2800,8,"SmartCache",47,32,25.6,400,1300,"64-bit",570
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4288U","Launched",2013,22,2,4,2600,3,"SmartCache",28,16,25.6,200,1200,"64-bit",315
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4278U","Launched",2014,22,2,4,2600,3,"Original",28,16,25.6,200,1100,"64-bit",315
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4260U","Launched",2014,22,2,4,1400,3,"SmartCache",15,16,25.6,200,1000,"64-bit",315
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4258U","Launched",2013,22,2,4,2400,3,"SmartCache",28,16,25.6,200,1100,"64-bit",315
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4250U","Launched",2013,22,2,4,1300,3,"SmartCache",15,16,25.6,200,1000,"64-bit",315
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4220Y","Launched",2014,22,2,4,1600,3,"Original",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4210Y","Launched",2013,22,2,4,1500,3,"SmartCache",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4210U","Launched",2014,22,2,4,1700,3,"SmartCache",15,16,25.6,200,1000,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4210M","Launched",2014,22,2,4,2600,3,"SmartCache",37,32,25.6,400,1150,"64-bit",225
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4210H","Launched",2014,22,2,4,2900,3,"SmartCache",47,32,25.6,400,1150,"64-bit",225
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4202Y","Launched",2013,22,2,4,1600,3,"SmartCache",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4200Y","Launched",2013,22,2,4,1400,3,"SmartCache",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4200U","Launched",2013,22,2,4,1600,3,"SmartCache",15,16,25.6,200,1000,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4200M","Launched",2013,22,2,4,2500,3,"SmartCache",37,32,25.6,400,1150,"64-bit",225
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4360U","Launched",2014,22,2,4,1500,3,"SmartCache",15,16,25.6,200,1100,"64-bit",225
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4200H","Launched",2013,22,2,4,2800,3,"SmartCache",47,32,25.6,400,1150,"64-bit",225
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4350U","Launched",2013,22,2,4,1400,3,"SmartCache",15,16,25.6,200,1100,"64-bit",315
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4340M","Launched",2014,22,2,4,2900,3,"SmartCache",37,32,25.6,400,1250,"64-bit",266
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4330M","Launched",2013,22,2,4,2800,3,"SmartCache",37,32,25.6,400,1250,"64-bit",266
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4310U","Launched",2014,22,2,4,2000,3,"SmartCache",15,16,25.6,200,1100,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4310M","Launched",2014,22,2,4,2700,3,"SmartCache",37,32,25.6,400,1250,"64-bit",315
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4308U","Launched",2014,22,2,4,2800,3,"Original",28,16,25.6,200,1200,"64-bit",315
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4302Y","Launched",2013,22,2,4,1600,3,"SmartCache",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4300Y","Launched",2013,22,2,4,1600,3,"SmartCache",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4300U","Launched",2013,22,2,4,1900,3,"SmartCache",15,16,25.6,200,1100,"64-bit",281
"4th Generation Intel® Core™ i5 Processors","Mobile","i5-4300M","Launched",2013,22,2,4,2600,3,"SmartCache",37,32,25.6,400,1250,"64-bit",226
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4430","End of Life",2013,22,4,4,3000,6,"SmartCache",84,32,25.6,350,1100,"64-bit",184.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4440","End of Life",2013,22,4,4,3100,6,"SmartCache",84,32,25.6,350,1100,"64-bit",184.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4440S","End of Life",2013,22,4,4,2800,6,"SmartCache",65,32,25.6,350,1100,"64-bit",184.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4430S","End of Life",2013,22,4,4,2700,6,"SmartCache",65,32,25.6,350,1100,"64-bit",182
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4460","End of Life",2014,22,4,4,3200,6,"SmartCache",84,32,25.6,350,1100,"64-bit",184.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4460S","End of Life",2014,22,4,4,2900,6,"SmartCache",65,32,25.6,350,1100,"64-bit",182
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4460T","End of Life",2014,22,4,4,1900,6,"SmartCache",35,32,25.6,350,1100,"64-bit",182
"4th Generation Intel® Core™ i5 Processors","Embedded","i5-4400E","Launched",2013,22,2,4,2700,3,"SmartCache",37,16,25.6,400,1000,"64-bit",266
"4th Generation Intel® Core™ i5 Processors","Embedded","i5-4402E","Launched",2013,22,2,4,1600,3,"SmartCache",25,16,25.6,400,900,"64-bit",266
"4th Generation Intel® Core™ i5 Processors","Embedded","i5-4402EC","Launched",2014,22,2,4,2500,4,"SmartCache",27,32,25.6,350,1050,"64-bit",324
"4th Generation Intel® Core™ i5 Processors","Embedded","i5-4410E","Launched",2014,22,2,4,2900,3,"SmartCache",37,16,25.6,400,1000,"64-bit",266
"4th Generation Intel® Core™ i5 Processors","Embedded","i5-4422E","Launched",2014,22,2,4,1800,3,"SmartCache",25,16,25.6,400,900,"64-bit",266
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4590T","Launched",2014,22,4,4,2000,6,"SmartCache",35,32,25.6,350,1150,"64-bit",192
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4590S","Launched",2014,22,4,4,3000,6,"SmartCache",65,32,25.6,350,1150,"64-bit",197
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4590","End of Life",2014,22,4,4,3300,6,"SmartCache",84,32,25.6,350,1150,"64-bit",197
"4th Generation Intel® Core™ i5 Processors","Embedded","i5-4570TE","Launched",2013,22,2,4,2700,4,"SmartCache",35,32,25.6,350,1000,"64-bit",192
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4570T","End of Life",2013,22,2,4,2900,4,"SmartCache",35,32,25.6,200,1150,"64-bit",193.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4570S","Launched",2013,22,4,4,2900,6,"SmartCache",65,32,25.6,350,1150,"64-bit",193.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4570R","End of Life",2013,22,4,4,2700,4,"SmartCache",65,32,25.6,200,1150,"64-bit",255
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4570","End of Life",2013,22,4,4,3200,6,"SmartCache",84,32,25.6,350,1150,"64-bit",197
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4690T","End of Life",2014,22,4,4,2500,6,"SmartCache",45,32,25.6,350,1200,"64-bit",213
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4690S","End of Life",2014,22,4,4,3200,6,"SmartCache",65,32,25.6,350,1200,"64-bit",218.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4690K","End of Life",2014,22,4,4,3500,6,"SmartCache",88,32,25.6,350,1200,"64-bit",242.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4690","End of Life",2014,22,4,4,3500,6,"SmartCache",84,32,25.6,350,1200,"64-bit",218.5
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4670T","End of Life",2013,22,4,4,2300,6,"SmartCache",45,32,25.6,350,1200,"64-bit",213
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4670R","End of Life",2013,22,4,4,3000,4,"SmartCache",65,32,25.6,200,1300,"64-bit",276
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4670S","End of Life",2013,22,4,4,3100,6,"SmartCache",65,32,25.6,350,1200,"64-bit",213
"4th Generation Intel® Core™ i5 Processors","Desktop","i5-4670K","End of Life",2013,22,4,4,3400,6,"SmartCache",84,32,25.6,350,1200,"64-bit",242.5
"Legacy Intel® Core™ Processors","Mobile","SU3500","End of Interactive Support",2009,45,1,2,1300,3,"Original",5.5,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","U2100","End of Interactive Support",2007,65,1,2,1060,1,"L2",5.5,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","U2200","End of Interactive Support",2007,65,1,2,1200,1,"L2",5.5,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","SU3500","End of Interactive Support",2009,45,1,2,1400,3,"L2",5.5,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","SU3300","End of Interactive Support",2008,45,1,2,1200,3,"L2",5.5,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","U2500","End of Interactive Support",2006,65,2,4,1200,2,"L2",9,32,25.6,350,1050,"32-bit",213
"Legacy Intel® Core™ Processors","Mobile","U7500","End of Interactive Support",2006,65,2,4,1060,2,"L2",10,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","U7500","End of Interactive Support",2006,65,2,4,1060,2,"L2",10,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","U7600","End of Interactive Support",2007,65,2,4,1200,2,"L2",10,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","U7700","End of Interactive Support",2008,65,2,4,1330,2,"L2",10,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T2500","End of Interactive Support",2006,65,2,4,2000,2,"L2",31,32,25.6,350,1050,"32-bit",213
"Legacy Intel® Core™ Processors","Mobile","T5670","End of Interactive Support",2008,65,2,4,1800,2,"L2",35,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T5750","End of Interactive Support",2008,65,2,4,2000,2,"L2",35,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T5800","End of Interactive Support",2008,65,2,4,2000,2,"L2",35,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T6400","End of Interactive Support",2009,45,2,4,2000,2,"L2",35,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T6500","End of Interactive Support",2009,45,2,4,2100,2,"L2",35,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T6600","End of Interactive Support",2009,45,2,4,2200,2,"L2",35,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T6670","End of Interactive Support",2009,45,2,4,2200,2,"L2",35,32,25.6,350,1050,"64-bit",213
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4030U","Launched",2014,22,2,4,1900,3,"SmartCache",15,16,25.6,200,1000,"64-bit",281
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4025U","Launched",2014,22,2,4,1900,3,"SmartCache",15,16,25.6,200,950,"64-bit",275
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4020Y","Launched",2013,22,2,4,1500,3,"SmartCache",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4012Y","Launched",2013,22,2,4,1500,3,"SmartCache",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4010Y","Launched",2013,22,2,4,1300,3,"SmartCache",11.5,16,25.6,200,850,"64-bit",281
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4010U","Launched",2013,22,2,4,1700,3,"SmartCache",15,16,25.6,200,1000,"64-bit",281
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4005U","Launched",2013,22,2,4,1700,3,"SmartCache",15,16,25.6,200,950,"64-bit",275
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4000M","Launched",2013,22,2,4,2400,3,"SmartCache",37,32,25.6,400,1100,"64-bit",225
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4130","End of Life",2013,22,2,4,3400,3,"SmartCache",54,32,25.6,350,1150,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","T7100","End of Interactive Support",2007,65,2,4,1800,2,"L2",35,32,25.6,350,1050,"64-bit",213
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4130T","End of Life",2013,22,2,4,2900,3,"SmartCache",35,32,25.6,200,1150,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","T7250","End of Interactive Support",2007,65,2,4,2000,2,"L2",35,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T7300","End of Interactive Support",2007,65,2,4,2000,4,"L2",35,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T7400","End of Interactive Support",2006,65,2,4,2160,4,"L2",34,32,25.6,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Mobile","T7500","End of Interactive Support",2006,65,2,4,2200,4,"L2",35,32,25.6,350,1050,"64-bit",290.5
"Legacy Intel® Core™ Processors","Mobile","T7600","End of Interactive Support",2007,65,2,4,2330,4,"L2",34,32,25.6,350,1050,"64-bit",290.5
"Legacy Intel® Core™ Processors","Mobile","T7700","End of Interactive Support",2007,65,2,4,2400,4,"L2",35,32,25.6,350,1050,"64-bit",290.5
"Legacy Intel® Core™ Processors","Mobile","T8100","End of Interactive Support",2008,45,2,4,2100,3,"L2",35,32,25.6,350,1050,"64-bit",290.5
"Legacy Intel® Core™ Processors","Mobile","T8300","End of Interactive Support",2008,45,2,4,2400,3,"L2",35,32,25.6,350,1050,"64-bit",290.5
"Legacy Intel® Core™ Processors","Mobile","T7800","End of Interactive Support",2007,65,2,4,2600,4,"L2",35,32,25.6,350,1050,"64-bit",290.5
"Legacy Intel® Core™ Processors","Mobile","T9300","End of Interactive Support",2008,45,2,4,2500,6,"L2",35,32,25.6,350,1050,"64-bit",290.5
"Legacy Intel® Core™ Processors","Mobile","T9400","End of Interactive Support",2008,45,2,4,2530,6,"L2",35,32,25.6,350,1050,"64-bit",290.5
"Legacy Intel® Core™ Processors","Mobile","T9500","End of Interactive Support",2008,45,2,4,2600,6,"L2",35,32,25.6,350,1050,"64-bit",245
"Legacy Intel® Core™ Processors","Mobile","T9550","End of Interactive Support",2008,45,2,4,2660,6,"L2",35,32,25.6,350,1050,"64-bit",245
"Legacy Intel® Core™ Processors","Mobile","T9600","End of Interactive Support",2008,45,2,4,2800,6,"L2",35,32,25.6,350,1050,"64-bit",245
"Legacy Intel® Core™ Processors","Mobile","T9800","End of Interactive Support",2008,45,2,4,2930,6,"L2",35,32,25.6,350,1050,"64-bit",245
"Legacy Intel® Core™ Processors","Mobile","T9900","End of Interactive Support",2009,45,2,4,3060,6,"L2",35,32,25.6,350,1050,"64-bit",245
"Legacy Intel® Core™ Processors","Mobile","SU9300","End of Interactive Support",2008,45,2,4,1200,3,"L2",10,32,25.6,350,1050,"64-bit",245
"Legacy Intel® Core™ Processors","Mobile","SU9400","End of Interactive Support",2008,45,2,4,1400,3,"L2",10,32,25.6,350,1050,"64-bit",247
"Legacy Intel® Core™ Processors","Mobile","SU9600","End of Interactive Support",2009,45,2,4,1600,3,"L2",10,32,25.6,350,1050,"64-bit",247
"Legacy Intel® Core™ Processors","Mobile","SP9300","End of Interactive Support",2008,45,2,4,2260,6,"L2",25,32,25.6,350,1050,"64-bit",247
"Legacy Intel® Core™ Processors","Mobile","SP9400","End of Interactive Support",2008,45,2,4,2400,6,"L2",25,32,25.6,350,1050,"64-bit",247
"Legacy Intel® Core™ Processors","Mobile","SP9600","End of Interactive Support",2009,45,2,4,2530,6,"L2",25,32,25.6,350,1050,"64-bit",247
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4150","End of Life",2014,22,2,4,3500,3,"SmartCache",54,32,25.6,350,1150,"64-bit",117
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4150T","End of Life",2014,22,2,4,3000,3,"SmartCache",35,32,25.6,200,1150,"64-bit",117
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4160","End of Life",2014,22,2,4,3600,3,"SmartCache",54,32,25.6,350,1150,"64-bit",117
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4160T","End of Life",2014,22,2,4,3100,3,"SmartCache",35,32,25.6,200,1150,"64-bit",117
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4170","End of Life",2015,22,2,4,3700,3,"Original",54,32,25.6,350,1150,"64-bit",117
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4170T","End of Life",2015,22,2,4,3200,3,"Original",35,32,25.6,200,1150,"64-bit",117
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4158U","Launched",2013,22,2,4,2000,3,"SmartCache",28,16,25.6,200,1100,"64-bit",315
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4120U","Launched",2014,22,2,4,2000,3,"Original",15,16,25.6,200,1000,"64-bit",281
"4th Generation Intel® Core™ i3 Processors","Embedded","i3-4112E","Launched",2014,22,2,4,1800,3,"SmartCache",25,32,25.6,400,900,"64-bit",225
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4110M","Launched",2014,22,2,4,2600,3,"SmartCache",37,32,25.6,400,1100,"64-bit",225
"4th Generation Intel® Core™ i3 Processors","Embedded","i3-4110E","Launched",2014,22,2,4,2600,3,"SmartCache",37,32,25.6,400,900,"64-bit",225
"4th Generation Intel® Core™ i3 Processors","Embedded","i3-4102E","Launched",2013,22,2,4,1600,3,"SmartCache",25,16,25.6,400,900,"64-bit",225
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4100M","Launched",2013,22,2,4,2500,3,"SmartCache",37,32,25.6,400,1100,"64-bit",225
"4th Generation Intel® Core™ i3 Processors","Mobile","i3-4100U","Launched",2013,22,2,4,1800,3,"SmartCache",15,16,25.6,200,1000,"64-bit",281
"4th Generation Intel® Core™ i3 Processors","Embedded","i3-4100E","Launched",2013,22,2,4,2400,3,"SmartCache",37,16,25.6,400,900,"64-bit",225
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4370T","End of Life",2015,22,2,4,3300,4,"Original",35,32,25.6,200,1150,"64-bit",138
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4370","End of Life",2014,22,2,4,3800,4,"SmartCache",54,32,25.6,350,1150,"64-bit",142.5
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4360T","End of Life",2014,22,2,4,3200,4,"SmartCache",35,32,25.6,200,1150,"64-bit",138
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4360","Launched",2014,22,2,4,3700,4,"SmartCache",54,32,25.6,350,1150,"64-bit",142.5
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4350T","Launched",2014,22,2,4,3100,4,"SmartCache",35,32,25.6,200,1150,"64-bit",138
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4350","End of Life",2014,22,2,4,3600,4,"SmartCache",54,32,25.6,350,1150,"64-bit",142.5
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4340","End of Life",2013,22,2,4,3600,4,"SmartCache",54,32,25.6,350,1150,"64-bit",153
"4th Generation Intel® Core™ i3 Processors","Embedded","i3-4330TE","Launched",2013,22,2,4,2400,4,"SmartCache",35,32,25.6,350,1000,"64-bit",122
"4th Generation Intel® Core™ i3 Processors","Embedded","i3-4340TE","Launched",2014,22,2,4,2600,4,"SmartCache",35,32,25.6,350,1000,"64-bit",138
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4330T","End of Life",2013,22,2,4,3000,4,"SmartCache",35,32,25.6,200,1150,"64-bit",138
"Legacy Intel® Core™ Processors","Mobile","SL9380","End of Interactive Support",2008,45,2,4,1800,6,"L2",17,32,25.6,350,1050,"64-bit",247
"Legacy Intel® Core™ Processors","Mobile","SL9400","End of Interactive Support",2008,45,2,4,1860,6,"L2",17,32,25.6,350,1050,"64-bit",247
"Legacy Intel® Core™ Processors","Mobile","SL9600","End of Interactive Support",2009,45,2,4,2130,6,"L2",17,32,25.6,350,1050,"64-bit",205
"Legacy Intel® Core™ Processors","Mobile","SL9300","End of Interactive Support",2008,45,2,4,1600,6,"L2",17,32,25.6,350,1050,"64-bit",205
"Legacy Intel® Core™ Processors","Mobile","P7350","End of Interactive Support",2008,45,2,4,2000,3,"L2",25,32,25.6,350,1050,"64-bit",205
"Legacy Intel® Core™ Processors","Mobile","P7370","End of Interactive Support",2008,45,2,4,2000,3,"L2",25,32,25.6,350,1050,"64-bit",205
"Legacy Intel® Core™ Processors","Mobile","P7450","End of Interactive Support",2009,45,2,4,2130,3,"L2",25,32,25.6,350,1050,"64-bit",205
"Legacy Intel® Core™ Processors","Mobile","P7550","End of Interactive Support",2009,45,2,4,2260,3,"L2",25,32,25.6,350,1050,"64-bit",205
"Legacy Intel® Core™ Processors","Mobile","P7570","End of Interactive Support",2009,45,2,4,2260,3,"L2",25,32,25.6,350,1050,"64-bit",205
"Legacy Intel® Core™ Processors","Mobile","P8400","End of Interactive Support",2008,45,2,4,2260,3,"L2",25,32,25.6,350,1050,"64-bit",205
"Legacy Intel® Core™ Processors","Mobile","P8600","End of Interactive Support",2008,45,2,4,2400,3,"L2",25,32,25.6,350,1050,"64-bit",211
"Legacy Intel® Core™ Processors","Mobile","P8700","End of Interactive Support",2008,45,2,4,2530,3,"L2",25,32,25.6,350,1050,"64-bit",253
